No_UADM,Description,Type,Service_arrondissement 
860602000000,DIVISION DES BIBLIOTHÈQUE ET DE LA CULTURE,DIV,Arrondissement
860602010000,SECTION DES BIBLIOTHÈQUES,SEC,Arrondissement
860603000000,"DIV. DES LOISIRS, DU DÉV. SOCIAL",DIV,Arrondissement
860603010000,SECTION DES LOISIRS ET DU DÉVELOPPEMENT COMMUNAUTAIRE,SEC,Arrondissement
860603040000,SECTION CENTRE DES LOISIRS ET ADMINISTRATION,SEC,Arrondissement
860604000000,DIVISION DES SPORTS ET INSTALLATIONS,DIV,Arrondissement
860604020000,SECTION DES SPORTS,SEC,Arrondissement
860604040000,SECTION ARÉNA ET INSTALLATIONS EXTÉRIEURES,SEC,Arrondissement
860700000000,DIR. DE L AMÉNAGEMENT URBAIN ET DES SERV.AUX ENTREPRISES,DIR,Arrondissement
860701000000,DIVISION DE L URBANISME,DIV,Arrondissement
860702000000,DIVISION DES PERMIS ET DES INSPECTIONS,DIV,Arrondissement
860702010000,SECTION DES INSPECTIONS,SEC,Arrondissement
860702020000,SECTION PERMIS,SEC,Arrondissement
870000000000,MONTREAL-NORD,ARR,Arrondissement
870002000000,DIVISION DES RELATIONS AVEC LES CITOYENS ET COMMUNICATIONS,DIV,Arrondissement
870100000000,DIRECTION DES SERVICES ADMINISTRATIFS,DIR,Arrondissement
870102000000,DIVISION DES RESSOURCES HUMAINES,DIV,Arrondissement
870103000000,DIVISION DES RESSOURCES FINANCIÈRES ET MATÉRIELLES,DIV,Arrondissement
870104000000,DIVISION DE L INFORMATIQUE,DIV,Arrondissement
870106000000,"SECRÉTARIAT D ARRONDISSEMENT, GREFFE ET ARCHIVES",DIV,Arrondissement
870500000000,DIRECTION DES TRAVAUX PUBLICS,DIR,Arrondissement
870500020000,SECTION - SOUTIEN GÉNÉRAL,SEC,Arrondissement
870502000000,DIVISION VOIRIE ET AQUEDUC,DIV,Arrondissement
870504000000,DIVISION DU SOUTIEN TECHNIQUE,DIV,Arrondissement
870505000000,DIVISION DES PARCS,DIV,Arrondissement
870507000000,ENTRETIEN PARCS / CHALET - PARCS SOIR,DIV,Arrondissement
870508000000,HORTICULTURE ET ARBORICULTURE,DIV,Arrondissement
870600000000,"DIRECTION CULTURE,SPORTS,LOISIRS ET DÉVELOPPEMENT SOCIAL",DIR,Arrondissement
870601000000,DIVISION DE LA CULTURE ET DES BILIOTHÈQUES,DIV,Arrondissement
870603000000,"DIV SPORTS, LOISIRS ET DEV SOCIALET EXPERTISE",DIV,Arrondissement
870603010000,SECTION ACTIVITES AQUATIQUES,SEC,Arrondissement
870603040000,SECTION LOISIRS,SEC,Arrondissement
870604000000,"DIV DES SPORTS, LOISIRS ET DEVELOPPEMENT SOCIAL",DIV,Arrondissement
870700000000,DIR. DE L AMÉNAGEMENT URBAIN ET DES SERVICES AUX ENTREPRISES,DIR,Arrondissement
870702000000,DIVISION PERMIS ET INSPECTIONS,DIV,Arrondissement
870703000000,DIVISION DES ÉTUDES TECHNIQUES,DIV,Arrondissement
870705000000,DIVISION DE L URBANISME,DIV,Arrondissement
880000000000,LACHINE,ARR,Arrondissement
880000000001,APPR. DU SURPLUS SAL. CONS. AMÉN.,INS,Arrondissement
880000000002,SOUTIEN AUX ÉLUS,BUR,Arrondissement
880000000003,LACHINE,BUR,Arrondissement
880001000000,DIVISION DES RELATIONS AVEC LES CITOYENS ET COMMUNICATIONS,DIV,Arrondissement
880200000000,"DIR. DES SERVICES ADMIN., GREFFE ET REL. AVEC LES CITOYENS",DIR,Arrondissement
880201000000,DIVISION DES RESSOURCES FINANCIÈRES ET MATÉRIELLES,DIV,Arrondissement
880201010000,SECTION DES RESSOURCES MATERIELLES,SEC,Arrondissement
880202000000,"DIV. DES RESS. HUMAINES, FIN. ET RELATIONS AVEC LES CITOYENS",DIV,Arrondissement
880203000000,SECRÉTAIRE D ARRONDISSEMENT,DIV,Arrondissement
880204000000,DIVISION DES RESSOURCES INFORMATIQUES,DIV,Arrondissement
880500000000,DIRECTION DES TRAVAUX PUBLICS,DIR,Arrondissement
880501000000,DIVISION DES TRAVAUX PUBLICS,DIV,Arrondissement
880502000000,DIVISION DES TRAVAUX PUBLICS,DIV,Arrondissement
880503000000,DIVISION DES ÉTUDES TECHNIQUES,DIV,Arrondissement
880504000000,DIVISION DES OPÉRATIONS - TRAVAUX PUBLICS,DIV,Arrondissement
880504010000,"SECTION CIRCULATION, ENVIRONNEMENT ET SIGNALISATION",SEC,Arrondissement
880600000000,"DIR. CULTURE, SPORTS, LOISIRS ET DU DÉVELOPPEMENT SOCIAL",DIR,Arrondissement
880601000000,"DIVISION DES SPORTS, LOISIRS ET DÉVELOPPEMENT SOCIAL",DIV,Arrondissement
880601010000,"SECTION DES SPORTS, LOISIRS ET DÉVELOPPEMENT SOCIAL",SEC,Arrondissement
880602000000,DIVISION DE LA CULTURE ET BIBLIOTHÈQUES,DIV,Arrondissement
880602010000,SECTION DU MUSEE,SEC,Arrondissement
880602020000,SECTION DES ARTS DE LA SCÈNE,SEC,Arrondissement
880602030000,SECTION - BIBLIOTHÈQUES,SEC,Arrondissement
880604000000,"DIVISION SPORTS, LOISIRS ET DÉVELOPPEMENT SOCIAL",DIV,Arrondissement
880700000000,DIR. DE L AMÉNAGEMENT URBAIN ET DES SERVICES AUX ENTREPRISES,DIR,Arrondissement
880701000000,DIVISION DES PERMIS ET INSPECTIONS,DIV,Arrondissement
880702000000,DIVISION DES RESSOURCES FINANCIÈRSE ET MATÉRIELLES,DIV,Arrondissement
880703000000,SECRÉTAIRE D ARRONDISSEMENT,DIV,Arrondissement
880800000000,DIRECTION DES SERVICES ADMINISTRATIFS ET DES PROJETS URBAINS,DIR,Arrondissement
880801000000,DIV RESSOURCES FINANCIÈRES ET MATÉRIELLES,DIV,Arrondissement
880802000000,SECRÉTARIAT D ARRONDISSEMENT,DIV,Arrondissement
880803000000,DIVISION RELATIONS AVEC LES CITOYENS ET COMMUNICATIONS,DIV,Arrondissement
890000000000,LASALLE,ARR,Arrondissement
890002000000,DIVISION DES RESSOURCES HUMAINES,DIV,Arrondissement
890100000000,SOUTIEN AUX ÉLUS,DIR,Arrondissement
890400000000,"DIRECTION DES RELATIONS AVEC LES CITOYENS, GREFFE ET SERVICE",DIR,Arrondissement
890401020000,SECTION RELATIONS AVEC LES CITOYENS,SEC,Arrondissement
890402000000,DIVISION DES RELATIONS AVEC LES CITOYENS ET DU GREFFE,DIV,Arrondissement
890404000000,"DIVISION DES RESSOURCES FINANCIÈRES, MATÉRIELLES ET INFORMAT",DIV,Arrondissement
890500000000,DIRECTION DES TRAVAUX PUBLICS,DIR,Arrondissement
890500020000,SECTION OPERATIONS VOIRIE ET PARCS,SEC,Arrondissement
890503000000,DIVISION IMMEUBLES ET MATÉRIEL ROULANT,DIV,Arrondissement
890503010000,MECANIQUE BATIMENTS,SEC,Arrondissement
890503020000,METIERS,SEC,Arrondissement
890503040000,SECTION MÉCANIQUE,SEC,Arrondissement
890504000000,DIVISION SOUTIEN TECHNIQUE ET RÉALISATION DE PROJETS,DIV,Arrondissement
890504010000,SECTION STATIONNEMENT,SEC,Arrondissement
890504020000,SECTION SOUTIEN TECHNIQUE,SEC,Arrondissement
890505060000,SECTION DES OPÉRATIONS - TRAVAUX PUBLICS,SEC,Arrondissement
890600000000,"DIR.CULTURE,SPORTS,LOISIRS,DÉVELOPPEMENT SOCIAL",DIR,Arrondissement
890602000000,DIVISION DE LA BIBLIOTHÈQUE,DIV,Arrondissement
890602000300,ACTIVITÉS CULTURELLES,BUR,Arrondissement
890602020000,SECTION BIBLIOTHÈQUE,SEC,Arrondissement
890603000000,"DIVISION GESTION DES INSTALLATIONS, SPORTS ET LOISIRS",DIV,Arrondissement
890604000000,"DIVISION CULTURE, DÉVELOPPEMENT SOCIAL ET ÉVÉNEMENTS",DIV,Arrondissement
890605000000,DIVISION DES ACTIVITES CULTURELLES,DIV,Arrondissement
890700000000,DIRECTION DE L AMÉNAGEMENT URBAIN ET DES SERVICES AUX ENTREP,DIR,Arrondissement
890702000000,DIVISION DE L URBANISME,DIV,Arrondissement
890703000000,DIVISION QUALITÉ DU MILIEU ET INSPECTIONS,DIV,Arrondissement
EL0000000000,ELU(E) MUNICIPAL(E),,Service
