VELO_EXP,WKT 
Vélo-Express Dagenais projeté,"LINESTRING  ( 286677.50280000 5051884.00040000, 286675.84970000 5051881.70030000, 286672.34670000 5051876.82640000, 286667.40000000 5051872.00000000, 286643.10000000 5051854.10000000, 286502.86670000 5051751.68070000, 286355.17690000 5051637.78510000, 286317.42770000 5051610.08290000, 286294.64960000 5051593.77900000, 286266.74020000 5051575.25680000, 286239.21870000 5051558.52990000, 286211.46560000 5051544.00970000, 286187.70870000 5051532.01480000, 286169.10030000 5051523.74390000, 286148.76030000 5051515.01550000, 286126.76970000 5051506.48970000, 285968.89880000 5051452.32330000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 295097.36510000 5056046.60630000, 295104.07730000 5056038.23830000, 295123.40000000 5056014.49630000, 295157.60000000 5055973.89630000, 295189.60000000 5055936.79630000, 295218.00000000 5055904.49630000, 295252.30000000 5055865.39630000, 295287.20000000 5055825.59630000, 295317.45250000 5055789.74200000, 295320.09830000 5055785.90560000, 295323.25240000 5055779.73140000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 295332.45640000 5055787.51490000, 295305.28160000 5055818.18480000, 295265.32950000 5055864.48700000, 295203.70090000 5055935.57810000, 295157.62830000 5055988.90960000, 295142.51770000 5056006.24230000, 295132.74030000 5056017.20490000, 295116.44450000 5056037.35240000, 295103.89500000 5056053.10330000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 288392.07960000 5048715.40410000, 288397.78280000 5048722.83270000, 288418.08640000 5048750.02750000, 288454.30540000 5048797.46330000, 288485.61340000 5048838.29220000, 288519.09120000 5048881.82360000, 288553.72220000 5048923.23410000, 288583.46680000 5048954.78320000, 288614.20830000 5048984.08930000, 288634.02830000 5049001.58900000, 288656.45780000 5049019.61640000, 288739.96490000 5049082.59300000, 288743.18020000 5049084.60150000, 288750.09980000 5049087.99300000, 288758.13840000 5049088.98520000, 288764.93560000 5049092.53300000, 288780.68760000 5049103.16840000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 287582.43670000 5052282.11850000, 287567.80000000 5052276.60000000, 287559.00000000 5052274.20000000, 287544.90000000 5052270.40000000, 287535.50000000 5052268.00000000, 287526.00000000 5052265.90000000, 287516.10000000 5052264.00000000, 287506.10000000 5052262.30000000, 287500.00000000 5052261.30000000, 287495.10000000 5052260.50000000, 287484.00000000 5052258.80000000, 287471.30000000 5052256.80000000, 287458.60000000 5052254.80000000, 287447.40000000 5052253.00000000, 287436.10000000 5052251.30000000, 287421.60000000 5052249.00000000, 287407.20000000 5052246.80000000, 287393.00000000 5052244.50000000, 287378.80000000 5052242.20000000, 287363.70000000 5052239.90000000, 287348.50000000 5052237.50000000, 287331.90000000 5052234.90000000, 287315.30000000 5052232.20000000, 287299.30000000 5052229.70000000, 287283.20000000 5052227.30000000, 287282.70000000 5052227.20000000, 287282.20000000 5052227.10000000, 287266.40000000 5052224.90000000, 287250.60000000 5052222.50000000, 287250.40000000 5052222.50000000, 287239.30000000 5052220.60000000, 287228.10000000 5052218.80000000, 287214.60000000 5052216.60000000, 287201.10000000 5052214.50000000, 287198.70000000 5052214.10000000, 287196.20000000 5052213.70000000, 287191.00000000 5052212.80000000, 287184.84980000 5052211.90410000, 287171.40500000 5052210.63320000, 287165.80000000 5052209.50000000, 287161.30000000 5052208.10000000, 287156.40000000 5052206.60000000, 287149.30000000 5052204.30000000, 287142.30000000 5052201.90000000, 287133.60000000 5052199.00000000, 287125.00000000 5052196.00000000, 287114.50000000 5052192.00000000, 287104.10000000 5052187.80000000, 287094.80000000 5052183.80000000, 287085.60000000 5052179.80000000, 287081.60000000 5052178.00000000, 287077.60000000 5052176.20000000, 287076.90000000 5052175.80000000, 287070.30000000 5052172.60000000, 287044.70000000 5052159.30000000, 287039.50000000 5052156.40000000, 287034.30000000 5052153.40000000, 287027.80000000 5052149.50000000, 287021.40000000 5052145.40000000, 287015.10000000 5052141.50000000, 287008.80000000 5052137.50000000, 287002.00000000 5052133.00000000, 287000.00000000 5052131.60000000, 286995.30000000 5052128.40000000, 286988.70000000 5052123.80000000, 286982.30000000 5052119.10000000, 286976.00000000 5052114.40000000, 286969.80000000 5052109.70000000, 286961.70000000 5052103.60000000, 286958.70000000 5052101.40000000, 286953.60000000 5052097.50000000, 286952.60000000 5052096.80000000, 286943.40000000 5052089.90000000, 286933.30000000 5052082.30000000, 286923.80000000 5052075.20000000, 286923.40000000 5052074.90000000, 286921.10000000 5052073.10000000, 286914.40000000 5052068.10000000, 286906.20000000 5052062.00000000, 286898.00000000 5052055.90000000, 286888.70000000 5052049.00000000, 286879.50000000 5052042.10000000, 286863.90000000 5052030.40000000, 286852.40000000 5052021.70000000, 286830.20000000 5052005.00000000, 286823.50000000 5052000.00000000, 286808.50000000 5051988.60000000, 286787.90000000 5051973.20000000, 286766.00000000 5051956.60000000, 286722.69930000 5051925.26730000, 286714.98370000 5051919.09170000, 286709.01530000 5051913.82570000, 286693.30000000 5051897.50000000, 286682.80000000 5051889.80000000, 286679.31810000 5051886.52610000, 286677.50280000 5051884.00040000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 286692.50430000 5051863.93410000, 286696.27210000 5051865.97200000, 286701.00000000 5051868.90000000, 286706.40000000 5051872.90000000, 286709.68090000 5051874.88130000, 286719.75830000 5051879.17310000, 286722.98200000 5051880.76830000, 286734.80000000 5051889.50000000, 286755.00000000 5051904.80000000, 286770.90000000 5051916.80000000, 286787.60000000 5051929.50000000, 286811.10000000 5051947.20000000, 286813.60000000 5051949.10000000, 286817.10000000 5051951.80000000, 286820.60000000 5051954.50000000, 286829.00000000 5051960.80000000, 286837.30000000 5051967.10000000, 286846.70000000 5051974.20000000, 286856.00000000 5051981.30000000, 286866.10000000 5051988.80000000, 286876.20000000 5051996.20000000, 286881.30000000 5052000.00000000, 286889.80000000 5052006.30000000, 286903.30000000 5052016.50000000, 286923.00000000 5052031.30000000, 286940.70000000 5052044.60000000, 286962.60000000 5052061.10000000, 286972.30000000 5052068.40000000, 286978.40000000 5052073.00000000, 286999.80000000 5052089.10000000, 287000.00000000 5052089.20000000, 287005.80000000 5052093.50000000, 287011.90000000 5052097.80000000, 287021.70000000 5052104.50000000, 287031.60000000 5052111.00000000, 287038.30000000 5052115.20000000, 287048.70000000 5052121.50000000, 287059.20000000 5052127.60000000, 287069.00000000 5052133.10000000, 287079.00000000 5052138.30000000, 287086.20000000 5052141.90000000, 287093.40000000 5052145.30000000, 287107.90000000 5052151.80000000, 287117.20000000 5052155.70000000, 287126.50000000 5052159.40000000, 287132.00000000 5052161.60000000, 287137.60000000 5052163.60000000, 287144.40000000 5052166.00000000, 287151.20000000 5052168.40000000, 287155.50000000 5052169.80000000, 287171.70000000 5052175.10000000, 287211.60000000 5052183.30000000, 287221.20000000 5052185.30000000, 287230.00000000 5052187.00000000, 287235.30000000 5052187.90000000, 287242.30000000 5052189.00000000, 287249.20000000 5052190.10000000, 287249.80000000 5052190.20000000, 287250.30000000 5052190.30000000, 287259.40000000 5052191.70000000, 287268.60000000 5052193.10000000, 287275.40000000 5052194.20000000, 287282.10000000 5052195.30000000, 287284.80000000 5052195.70000000, 287287.50000000 5052196.10000000, 287298.40000000 5052197.80000000, 287309.20000000 5052199.50000000, 287321.40000000 5052201.40000000, 287333.60000000 5052203.30000000, 287345.40000000 5052205.20000000, 287357.20000000 5052207.10000000, 287371.90000000 5052209.30000000, 287386.60000000 5052211.60000000, 287406.00000000 5052214.70000000, 287425.40000000 5052217.70000000, 287438.20000000 5052219.70000000, 287451.00000000 5052221.80000000, 287466.60000000 5052224.20000000, 287482.10000000 5052226.60000000, 287500.00000000 5052229.40000000, 287500.10000000 5052229.40000000, 287518.20000000 5052232.30000000, 287524.30000000 5052233.30000000, 287530.50000000 5052234.30000000, 287533.80000000 5052234.80000000, 287537.00000000 5052235.40000000, 287544.80000000 5052236.90000000, 287552.50000000 5052238.70000000, 287561.20000000 5052240.60000000, 287569.90000000 5052242.80000000, 287576.50000000 5052244.50000000, 287583.00000000 5052246.30000000, 287598.56620000 5052252.07870000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 285203.20570000 5046210.85840000, 285228.73340000 5046223.71690000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 284456.64880000 5045743.83030000, 284459.98960000 5045743.18730000, 284462.15920000 5045743.20370000, 284465.67120000 5045744.94020000, 284494.57490000 5045765.22720000, 284514.10660000 5045779.22800000, 284533.63840000 5045793.22870000, 284541.47650000 5045798.34530000, 284545.77240000 5045800.13540000, 284550.73590000 5045802.03020000, 284554.76720000 5045804.30880000, 284560.02840000 5045807.24430000, 284618.45920000 5045844.83710000, 284660.75130000 5045871.49980000, 284687.14560000 5045888.42790000, 284724.13070000 5045911.78380000, 284741.11660000 5045922.70430000, 284785.15800000 5045950.56590000, 284804.84740000 5045963.32520000, 284854.31700000 5045994.64200000, 284873.51660000 5046006.93690000, 284910.19320000 5046030.33700000, 284929.39900000 5046042.52250000, 284964.86110000 5046064.99020000, 284989.46570000 5046080.76550000, 285021.52770000 5046101.07830000, 285040.10000000 5046113.00000000, 285059.04250000 5046125.40300000, 285091.19780000 5046146.30060000, 285160.78180000 5046191.79570000, 285165.02340000 5046194.10230000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 286620.43010000 5047254.66920000, 286625.88330000 5047259.72310000, 286631.05650000 5047265.77940000, 286634.84580000 5047269.42530000, 286642.50800000 5047275.41170000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 288369.90920000 5048739.96980000, 288360.64450000 5048728.06260000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 290199.33710000 5050817.77440000, 290196.18790000 5050815.12100000, 290191.14980000 5050810.93290000, 290170.09340000 5050793.72650000, 290148.65590000 5050775.71860000, 290139.64010000 5050767.91930000, 290134.49950000 5050762.89560000, 290120.24040000 5050749.23700000, 290108.29270000 5050737.13250000, 290102.43860000 5050732.05500000, 290099.35040000 5050727.62770000, 290097.66940000 5050724.29970000, 290095.43130000 5050721.04030000, 290088.52170000 5050713.12380000, 290071.64350000 5050695.40420000, 290036.05950000 5050660.04830000, 290032.30660000 5050657.11620000, 290027.84020000 5050654.13030000, 290023.07580000 5050652.17060000, 290018.39930000 5050649.77610000, 290012.51090000 5050644.42020000, 289999.65920000 5050631.86110000, 289976.11080000 5050608.17480000, 289966.73350000 5050598.58210000, 289953.60320000 5050586.05720000, 289933.23100000 5050566.36340000, 289897.69590000 5050532.55650000, 289868.04900000 5050504.10560000, 289866.08950000 5050500.81200000, 289865.55690000 5050497.62580000, 289866.05060000 5050494.73770000, 289866.49040000 5050492.56320000, 289864.87780000 5050489.79240000, 289795.58620000 5050420.54650000, 289791.86750000 5050417.89300000, 289788.47610000 5050416.75430000, 289785.71030000 5050416.10430000, 289782.89560000 5050413.90530000, 289777.37380000 5050408.08020000, 289766.67700000 5050396.95310000, 289753.19990000 5050383.90530000, 289741.74090000 5050371.17520000, 289729.74440000 5050357.52150000, 289718.25110000 5050344.51290000, 289569.00890000 5050195.82020000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 285954.66000000 5046749.58290000, 286039.34670000 5046817.61050000, 286096.56190000 5046862.57140000, 286140.01860000 5046898.43690000, 286144.39690000 5046901.85760000, 286154.40000000 5046909.30000000, 286158.31920000 5046911.60960000, 286162.80000000 5046913.80000000, 286166.80000000 5046916.20000000, 286174.16520000 5046921.60190000, 286247.86570000 5046977.67740000, 286351.90000000 5047055.10000000, 286377.46460000 5047074.87060000, 286407.33240000 5047098.02430000, 286431.71080000 5047115.18180000, 286451.16470000 5047129.17470000, 286455.64820000 5047131.38940000, 286465.94270000 5047135.40330000, 286470.48840000 5047137.95790000, 286561.05500000 5047208.77210000, 286620.43010000 5047254.66920000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 290516.18670000 5051064.19280000, 290526.16270000 5051073.58310000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 287882.36620000 5052506.02780000, 287875.31950000 5052497.08350000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 287525.19340000 5047994.75600000, 287519.56400000 5047990.35790000, 287502.87760000 5047978.87990000, 287413.06510000 5047908.18180000, 287373.95130000 5047877.88080000, 287324.46260000 5047839.15860000, 287263.36480000 5047791.01280000, 287211.33380000 5047750.38560000, 287173.30000000 5047720.60000000, 287131.26940000 5047687.62160000, 287060.30140000 5047631.90900000, 287041.74180000 5047617.04210000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 286932.90370000 5047534.09990000, 286912.51570000 5047518.73280000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 285241.20000000 5046266.20000000, 285233.68370000 5046260.70110000, 285230.80060000 5046257.94500000, 285228.02170000 5046255.27030000, 285224.64020000 5046252.29250000, 285221.03710000 5046249.81330000, 285212.71270000 5046243.98870000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 277212.66050000 5046009.79260000, 277201.00000000 5046003.70000000, 277194.10000000 5046000.00000000, 277184.90000000 5045995.10000000, 277166.10000000 5045985.20000000, 277149.80000000 5045976.70000000, 277133.40000000 5045968.10000000, 277116.50000000 5045959.30000000, 277102.20000000 5045951.80000000, 277086.00000000 5045943.00000000, 277069.20000000 5045934.40000000, 277050.20000000 5045924.60000000, 277032.40000000 5045915.00000000, 277015.10000000 5045906.10000000, 277000.00000000 5045898.10000000, 276981.32570000 5045888.20040000, 276941.90000000 5045867.30000000, 276915.50000000 5045853.40000000, 276874.90000000 5045832.20000000, 276846.10000000 5045816.90000000, 276804.80000000 5045795.30000000, 276779.80000000 5045782.10000000, 276739.20000000 5045760.70000000, 276712.40740000 5045746.38020000, 276695.90000000 5045737.80000000, 276680.10000000 5045729.90000000, 276673.79440000 5045726.51920000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 286669.89260000 5047334.19510000, 286654.97790000 5047319.40190000, 286647.45160000 5047313.33890000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 282904.56760000 5045158.00560000, 282908.37710000 5045157.83960000, 282924.05370000 5045157.08560000, 282940.88120000 5045156.33150000, 282949.21570000 5045156.21240000, 282954.81890000 5045156.24440000, 282956.80920000 5045156.31830000, 282964.05880000 5045156.68870000, 282969.56850000 5045157.18960000, 282976.65700000 5045157.95740000, 282984.01240000 5045159.01570000, 282991.94990000 5045160.44450000, 282998.30000000 5045161.87320000, 283006.71370000 5045164.04280000, 283013.43420000 5045166.00070000, 283021.26580000 5045168.75240000, 283029.46790000 5045171.87450000, 283035.71210000 5045174.52040000, 283041.85050000 5045177.43070000, 283049.36460000 5045181.34660000, 283058.57210000 5045186.63820000, 283081.74970000 5045200.34370000, 283087.09430000 5045203.20120000, 283089.95180000 5045204.94750000, 283093.97340000 5045207.01120000, 283097.36010000 5045208.59870000, 283102.28140000 5045210.76830000, 283108.36680000 5045213.04370000, 283119.00310000 5045217.22420000, 283132.33820000 5045222.56870000, 283135.09960000 5045223.67540000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 285666.08930000 5046523.03130000, 285673.06570000 5046528.17740000, 285676.97160000 5046530.48200000, 285681.24900000 5046532.31290000, 285683.97250000 5046533.76920000, 285687.20000000 5046535.60000000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 283120.98670000 5045241.18430000, 283103.77900000 5045234.33040000, 283097.44220000 5045231.99940000, 283091.56840000 5045229.64460000, 283086.88520000 5045227.58080000, 283083.02230000 5045225.67580000, 283075.79920000 5045221.62770000, 283058.94520000 5045211.70580000, 283047.85920000 5045205.24990000, 283042.64680000 5045202.18080000, 283037.67260000 5045199.48210000, 283032.24870000 5045196.75680000, 283026.08390000 5045193.82000000, 283020.65990000 5045191.59740000, 283015.28880000 5045189.42790000, 283009.44160000 5045187.39060000, 283004.82530000 5045185.87670000, 282997.71780000 5045183.83360000, 282990.09780000 5045182.00800000, 282982.00150000 5045180.42050000, 282974.81810000 5045179.34900000, 282967.35680000 5045178.51560000, 282958.70500000 5045177.88050000, 282949.37840000 5045177.72180000, 282938.66280000 5045177.99950000, 282913.26270000 5045179.15050000, 282904.87340000 5045179.53320000)"
